Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
Financial Analyst - Fund Management ,Business,Expert ($$$),Finance & Accounting,GBP,50.0,remote_country,GB,hourly,2023-01-25 15:04:30,"We are a niche consultancy house working with stakeholders primarily in the real estate and other real assets markets to connect capital and assets across hemispheres.

We work with fund managers and asset owners to efficiently connect with capital and assets both domestically and  internationally.

We have an ongoing need for a financial analyst capable of creating client-facing excel models (basic cashflows and financial modelling; assessments of procurement exercises with financial outcomes and scenarios; regulatory driven statistical reporting; equity price analysis etc etc). 

The role is quite broad in terms of the data being analysed (as briefly described above) but the skill set requires an excellent use of excel and generally ability to manipulate and present financial data (including ability to extract data from financial statements into relevant analysis).

Preference from UK based consultants (or those with English as your native language) ",Ongoing,2019-07-10,London,United Kingdom,GBP,
Virtual TYPING Assistant (SERIOUS),Writing & Translation,Expert ($$$),Research Writing,USD,108.0,remote,ALL,fixed_price,2023-01-25 15:05:17,"Job Description: We are seeking a highly experienced Virtual Dropshipping Assistant to manage and optimize our e-commerce operations. The ideal candidate should have at least 1 year of experience with dropshipping on platforms like Amazon and Shopify, as well as experience working with multiple dropshippers. Familiarity with tools such as Droppified and other software is a plus. Strong and frequent communication skills are a must, as well as trustworthiness and honesty.

Responsibilities:

Manage and optimize e-commerce operations on platforms such as Amazon and Shopify
Work with multiple dropshippers to source products and manage inventory
Utilize tools such as Droppified to streamline operations and increase efficiency
Communicate frequently with management and other team members to ensure smooth operations
Qualifications:

1+ years of experience with dropshipping on platforms like Amazon and Shopify
Experience working with multiple dropshippers
Familiarity with tools such as Droppified and other software
Strong and frequent communication skills
Trustworthiness and honesty
Salary: Negotiable + Bonuses for delivering expected results

Note: The salary for this position is negotiable and is based on the experience and qualifications of the candidate. Additionally, bonuses will be provided for delivering expected results.",,2023-01-25,New York City,United States,USD,
Swept path analysis,Design,Entry ($),Computer-Aided Design (CAD),GBP,50.0,remote,ALL,fixed_price,2023-01-25 14:58:50,"Looking for someone who can provide a swept path analysis large lorry will be 8.1m long six wheel grab lorry

",,2018-04-26,Stanmore,United Kingdom,GBP,
Date Format Changing On WordPress Lead Form,Technology & Programming,Entry ($),Website Development,GBP,10.0,remote,ALL,fixed_price,2023-01-25 14:53:24,"Hi,

On one of our WordPress websites - we are using Lead Form Builder by ThemeHunk.

The date format on the input of the form is formatted as MM/DD/YY, we need this changing to DD/MM/YY - if this is possible to do so.

Thanks.",,2021-12-22,Deeside,United Kingdom,GBP,Award-Winning Social Media & PPC Freelancer
adobe photoshop (street photos),"Video, Photo & Image",Expert ($$$),Image Editing,USD,377.0,remote,ALL,fixed_price,2023-01-25 14:53:13,We need Adobe photoshop master - adobe photoshop (street photos). Order contain 155 images (RAW and Jpegs). Dropbox link you will receive after interview. We are looking for Hi-Experienced editors/retouchers for regular projects (3-4 projects per week),,2020-10-20,Tallinn,Estonia,USD,Owner
Photo Restoration (travel photography),"Video, Photo & Image",Expert ($$$),Image Editing,USD,266.0,remote,ALL,fixed_price,2023-01-25 14:53:13,!! Just for EXPERTS!! We lloking for Lightroom expert - Photo Restoration (travel photography). Order contain 731 images (RAW and Jpegs). Dropbox link you will receive after interview. We are looking for Hi-Experienced editors/retouchers for regular projects (3-4 projects per week),,2020-10-20,Tallinn,Estonia,USD,Owner
UK and European commercial property management consultancy,Business,Expert ($$$),Consulting,GBP,55.0,remote_country,GB,hourly,2023-01-25 14:53:13,"We require a consultant with detailed experience and/or knowledge of UK and northern European commercial property management to assist in a project to create a new scope of services with a number of real estate property managers (with a key focus on property level bookkeeping and accounting services which will need to be described in significant detail) as well as creating process maps, KPIs and associated service level terms.

In your response, please confirm your experience in this sector. The project will be part-time (likely up to 10 hours per week) for up to 6 months.

",1 - 6 months,2019-07-10,London,United Kingdom,GBP,
I need at least 10 pages added for AdSense on genealogy website,Writing & Translation,Expert ($$$),Content Writing,GBP,23.0,remote,ALL,hourly,2023-01-25 14:53:39,I need 10 unique pages at least added to familytree365.com for approval on AdSense as we have been declined due to content quality.,,2022-02-20,Swindon,United Kingdom,GBP,Software Engineer
ADOBE ILLUSTRATOR (PRODUCT LISTING PICTURES),"Video, Photo & Image",Expert ($$$),Image Editing,USD,521.0,remote,ALL,fixed_price,2023-01-25 14:53:13,We are looking for Photo enhancer - ADOBE ILLUSTRATOR (PRODUCT LISTING PICTURES). Order contain 61 images (RAW and Jpegs). Dropbox link you will receive after interview. We are looking for Hi-Experienced editors/retouchers for regular projects (3-4 projects per week),,2020-10-20,Tallinn,Estonia,USD,Owner
photo manipulation (sports photography),"Video, Photo & Image",Expert ($$$),Image Editing,USD,602.0,remote,ALL,fixed_price,2023-01-25 14:53:13,Looking for Adobe Potoshop Expert - photo manipulation (sports photography). Order contain 80 images (RAW and Jpegs). Dropbox link you will receive after interview. We are looking for Hi-Experienced editors/retouchers for regular projects (3-4 projects per week),,2020-10-20,Tallinn,Estonia,USD,Owner
Web app for subscription based platform,Technology & Programming,Expert ($$$),Website Development,GBP,1500.0,remote,ALL,fixed_price,2023-01-25 14:58:01,"Please find attached the scope of the project. 

A discount offering platform which builds relationships with businesses around the world to provide valuable discounts for the members of MatesRates.

MatesRates members will be able to claim discounts from participating businesses.

A similar example to what I am looking for is https://www.tastecard.co.uk/search
",,2016-06-27,Princes Risborough,United Kingdom,GBP,
Ongoing Support for Content Creation (2 Hours Per Day - Mon-Fri),Writing & Translation,Entry ($),Content Writing,GBP,11.0,remote,ALL,hourly,2023-01-25 14:53:13,"Hello. I am looking for a freelance writer to help with an ongoing content creation project. 

This project would involve suggesting topics for blog posts, writing and reviewing content, and liaising with team members. This is an ongoing project - with 2 hours of effort needed each day from Mondays to Friday. Anybody interested should be able to work at sets times each day and must be dependable. 

To begin, please can you provide an example of a blog post you have already written - ideally it should have been written for a business (not a personal blog). Proposal costings should be based on an hourly fee, with approx. 44 hours required per month.  ",,2012-10-15,Manchester,United Kingdom,GBP,SEO and Social Media Manager
Campaign Monitor - automated email journey setup x2.,Technology & Programming,Entry ($),Email Template Development,GBP,100.0,remote,ALL,fixed_price,2023-01-25 14:38:13,"I have two email journeys that have been set up in Campaign Monitor that should have been set up as an automated sequence to two email lists.

I need this correcting, additional emails added to the journey (just copy and paste) and tidying up the email template with (insert name) and links to the email footer.

The emails can be found here:

https://docs.google.com/document/d/16VAIV2O4jJ-7VR0k-YpCQ-62PqjWFgXV/edit?usp=share_link&ouid=106184561498274932240&rtpof=true&sd=true  

https://docs.google.com/document/d/11XDymGQwnTxup_TEDuzyQKyKE6jcdwxzNUO4vb_mq8Q/edit?usp=share_link

Please ask any questions.",,2018-10-21,Birmingham,United Kingdom,GBP,
